Item,Data Element,Type,Max Length,Format,Description,Definition,File,Min_Date,Max_Date,Record_Type,pandas_dtype,polars_dtype
07,Transfer Type,Numeric,1,,,"The type of pool transfer. Values are:
1 = PIIT (Pool Issued for Immediate Transfer)
2 = Regular",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,03,,
08,Selling Issuer,Numeric,4,,,Unique Identifier of the Issuer selling (transferring the pool),nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,03,,
09,Buying Issuer,Numeric,4,,,Unique identifier of the Issuer buying (receiving the pool),nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,03,,
10,Number of Loans,Numeric,6,,,Total number of loans transferred in the pool,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,03,,
11,UPB of Loans,Numeric,16,13.2,,"Aggregate actual Unpaid Principal Balances of the loans
transferred in the pool.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,03,,
01,Record Type = 04,Character,2,,,Quartiles Record,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,04,,
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by
the Committee on Uniform Securities Identification
Procedures (CUSIP).",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,04,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,04,,
04,Pool Indicator,Character,1,,,"Identifies the Issue Type of the pool. Values are X, C, or M.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,04,,
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing of
pool types.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,04,,
06,Quartiles,Character,1,,,"Values are:
4 = Maximum (100%) Quartile
3 = 75th Percentage Quartile
2 = Median (50%) Percentage Quartile
1 = 25th Percentage Quartile
0 = Minimum (0%) Quartile",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,04,,
07,Original Loan Size,Numeric,16,13.2,,"Original Loan Size (original principal amount of the loan) for
the loans in the quartile.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,04,,
08,Interest Rate (Coupon),Numeric,6,2.3,,Interest Rate (Coupon) of the loans in the quartile.,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,04,,
09,Remaining Maturity,Numeric,3,,,"Remaining Maturity (months left before maturity) of the
loans in the quartile.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,04,,
10,Loan Age,Numeric,3,,,Loan Age (age of loans in months) of the loans in the quartile.,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,04,,
11,Original Loan Term,Numeric,3,,,"Original Loan Term (original length of loans in months) for the
loans in the quartile.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,04,,
12,Gross Margin,Numeric,6,2.3,,"Gross Margin for the loans in the quartile. For an adjustable
rate loan, the Gross Margin is the amount added to the ARM
index for the loan to determine the loan’s interest rate.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,04,,
13,LTV,Numeric,3,,,Loan-to-Value Ratio for the loans in the quartile.,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,04,,
14,CLTV,Numeric,3,,,"The Combined Loan-to-Value Ratio of the loan for the
quartile.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,04,,
15,Credit Score,Numeric,3,Col4,,Credit score of the loan for the quartile. The original three- digit credit score for the loan which was used by the lender in the origination of the loan.,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,04,,
16,Debt Income Ratio,Numeric,5,1.3,,"Debt income ratio of the loan for the quartile. The debt to
income for the loan which was used by the lender in the
origination of the loan.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,04,,
17,Pre-Mod LAD,Numeric,3,,,"Pre-Mod LAD of the loan for the quartile. The weighted
average of the difference in months between the original
(Pre-Modified) first scheduled installment date and the
modified first scheduled installment date, where a loan has
been modified and re-amortized.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,04,,
18,Pre-Mod OLS,Numeric,16,13.2,,"Pre-Mod OLS of the loan for the quartile. The
value for modified loans of the original loan size (Pre-
Modified OPB) before loan modification.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,04,,
01,Record Type = 05,Character,2,,,Loan Type Government Insured/Guarantee Stratification,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,05,,
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by
the Committee on Uniform Securities Identification
Procedures (CUSIP).",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,05,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,05,,
04,Pool Indicator,Character,1,,,"Identifies the Issue Type of the pool. Values are X, C, or M.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,05,,
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing of
pool types.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,05,,
06,Loan Type,Character,1,,,"This is the Federal government agency. Values are:
F = Federal Housing Administration
V = Veterans Administration
R = Rural Development
N = Native American Section 184
9 = Not Available",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,05,,
07,Number of Loans,Numeric,6,,,The number of loans in the pool for the Loan Type Value.,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,05,,
08,% of Loans,Numeric,6,3.2,,"The percentage of the number of loans in the pool for the
Loan Type Value.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,05,,
09,UPB,Numeric,16,13.2,,"The total Unpaid Balance (UPB) in the pool for the Loan Type
Value.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,05,,
10,% of UPB,Numeric,6,3.2,,"The percentage of the total Unpaid Balance (UPB) in the pool
for the Loan Type Value.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,05,,
01,Record Type = 06,Character,2,,,Loan Purpose Stratification,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,06,,
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by
the Committee on Uniform Securities Identification
Procedures (CUSIP).",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,06,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,06,,
04,Pool Indicator,Character,1,,,"Identifies the Issue Type of the pool. Values are X, C, or M.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,06,,
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing of
pool types.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,06,,
06,Loan Purpose,Numeric,1,,,"Value 5 is in “RG” Pool Type pools only. Values are:
1 = Regular
2 = Refinance
3 = Loan Modification (HAMP)
4 = Loan Modification (non-HAMP)
5 = Re-performing
9 = Not Available",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,06,,
07,Number of Loans,Numeric,6,,,The number of loans in the pool for the Loan Purpose Value.,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,06,,
08,% of Loans,Numeric,6,3.2,,"The percentage of the number of loans in the pool for the
Loan Purpose Value.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,06,,
09,UPB,Numeric,16,13.2,,"The total Unpaid Balance (UPB) in the pool for the Loan
Purpose Value.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,06,,
10,% of UPB,Numeric,6,3.2,,"The percentage of the total Unpaid Balance (UPB) in the pool
for the Loan Purpose Value.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,06,,
01,Record Type = 07,Character,2,,,Number of Living Units Stratification,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,07,,
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by
the Committee on Uniform Securities Identification
Procedures (CUSIP).",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,07,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,07,,
04,Pool Indicator,Character,1,,,"Identifies the Issue Type of the pool. Values are X, C, or M.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,07,,
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing of
pool types.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,07,,
06,Living Units,Numeric,1,,,"Values are:
1 = 1 Unit
2 = 2 Units
3 = 3 Units
4 = 4 Units
9 = Not Available",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,07,,
07,Number of Loans,Numeric,6,,,The number of loans in the pool for the Living Units Value.,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,07,,
08,% of Loans,Numeric,6,3.2,,"The percentage of the number of loans in the pool for the
Living Units Value.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,07,,
09,UPB,Numeric,16,13.2,,"The total Unpaid Balance (UPB) in the pool for the Living
Units Value.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,07,,
10,% of UPB,Numeric,6,3.2,,"The percentage of the total Unpaid Balance (UPB) in the pool
for the Living Units Value.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,07,,
01,Record Type = 08,Character,2,,,First Time Homebuyer Stratification,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,08,,
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by
the Committee on Uniform Securities Identification
Procedures (CUSIP).",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,08,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,08,,
04,Pool Indicator,Character,1,,,"Identifies the Issue Type of the pool. Values are X, C, or M.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,08,,
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing of
pool types.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,08,,
06,First Time Homebuyer,Character,1,,,"Values are:
Y = Yes
N = No
9 = Not Available",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,08,,
07,Number of Loans,Numeric,6,,,"The number of loans in the pool for the First Time
Homebuyer Value.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,08,,
08,% of Loans,Numeric,6,3.2,,"The percentage of the number of loans in the pool for the
First Time Homebuyer Value.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,08,,
09,UPB,Numeric,16,13.2,,"The total Unpaid Balance (UPB) in the pool for the First Time
Homebuyer Value.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,08,,
10,% of UPB,Numeric,6,3.2,,"The percentage of the total Unpaid Balance (UPB) in the pool
for the First Time Homebuyer Value.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,08,,
01,Record Type = 09,Character,2,,,Removal Type Stratification,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,09,,
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by
the Committee on Uniform Securities Identification
Procedures (CUSIP).",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,09,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,09,,
04,Pool Indicator,Character,1,,,"Identifies the Issue Type of the pool. Values are X, C, or M.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,09,,
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing of
pool types.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,09,,
06,Removal Type,Numeric,1,,,"This is a code of the reason for removal from the pool.
Values are:
1 = Mortgager Payoff
2 = Repurchase of Delinquent Loan
3 = Foreclosure with Claim Payment
4 = Loss Mitigation
5 = Substitution
6 = Other Removal",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,09,,
07,Number of Loans,Numeric,6,,,The number of loans in the pool for the Removal Type Value.,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,09,,
08,% of Loans,Numeric,6,3.2,,"The percentage of the number of loans in the pool for the
Removal Type Value.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,09,,
09,UPB,Numeric,16,13.2,,"The total Unpaid Balance (UPB) in the pool for the Removal
Type Value.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,09,,
10,% of UPB,Numeric,6,3.2,,"The percentage of the total Unpaid Balance (UPB) in the pool
for the Removal Type Value.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,09,,
01,Record Type = 10,Character,2,,,Down Payment Assistance Stratification,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,10,,
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by
the Committee on Uniform Securities Identification
Procedures (CUSIP).",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,10,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,10,,
04,Pool Indicator,Character,1,,,"Identifies the Issue Type of the pool. Values are X, C, or M.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,10,,
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing of
pool types.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,10,,
06,Down Payment Assistance,Character,1,,,"Values are:
Y = Yes
N = No
9 = Not Available",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,10,,
07,Number of Loans,Numeric,6,,,"The number of loans in the pool for the Down Payment
Assistance Value.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,10,,
08,% of Loans,Numeric,6,3.2,,"The percentage of the number of loans in the pool for the
Down Payment Assistance Value.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,10,,
09,UPB,Numeric,16,13.2,,"The total Unpaid Balance (UPB) in the pool for the Down
Payment Assistance Value.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,10,,
10,% of UPB,Numeric,6,3.2,,"The percentage of the total Unpaid Balance (UPB) in the pool
for the Down Payment Assistance Value.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,10,,
01,Record Type = 11,Character,2,,,Loan Origination Channel Stratification,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,11,,
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by
the Committee on Uniform Securities Identification
Procedures (CUSIP).",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,11,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,11,,
04,Pool Indicator,Character,1,,,"Identifies the Issue Type of the pool. Values are X, C, or M.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,11,,
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing of
pool types.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,11,,
06,Loan Origination Type,Numeric,1,,,"Values are:
1 = Broker
2 = Correspondent
3 = Retail
9 = Not Available",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,11,,
07,Number of Loans,Numeric,6,,,"The number of loans in the pool for the Loan Origination Type
Value.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,11,,
08,% of Loans,Numeric,6,3.2,,"The percentage of the number of loans in the pool for the
Loan Origination Type Value.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,11,,
09,UPB,Numeric,16,13.2,,"The total Unpaid Balance (UPB) in the pool for the Loan
Origination Type Value.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,11,,
10,% of UPB,Numeric,6,3.2,,"The percentage of the total Unpaid Balance (UPB) in the pool
for the Loan Origination Type Value.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,11,,
01,Record Type = 12,Character,2,,,Origination Year Stratification,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,12,,
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by
the Committee on Uniform Securities Identification
Procedures (CUSIP).",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,12,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,12,,
04,Pool Indicator,Character,1,,,"Identifies the Issue Type of the pool. Values are X, C, or M.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,12,,
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing of
pool types.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,12,,
06,Origination Year,Numeric,4,,,Values are the Year of Origination,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,12,,
07,Number of Loans,Numeric,6,,,"The number of loans in the pool for the Origination Year
Value.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,12,,
08,% of Loans,Numeric,6,3.2,,"The percentage of the number of loans in the pool for the
Origination Year Value.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,12,,
