Item,Data Element,Type,Max Length,Format,Description,Definition,File,Min_Date,Max_Date,Record_Type,pandas_dtype,polars_dtype
33,Initial Remaining Available Line of Credit,Numeric,14,11.2,,"The aggregate line of credit available during the first twelve- month disbursement period to borrowers under certain payment plans. The Initial Remaining Available Line of Credit Amount does not include set asides for the Monthly Servicing Fee, if any, property charges (such as taxes, hazard insurance, ground rents or assessments) or repairs, if any.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,,
34,Initial Monthly Scheduled Payment Amount,Numeric,14,11.2,,"The Initial Monthly Scheduled Payment Amount is the
aggregate monthly amount that is payable to HECM
borrowers in a given month under certain types of payment
plans during the first twelve-month disbursement period.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,,
01,Record Type = 02,Character,2,,,Various Record,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,02,,
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,02,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,02,,
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is “H”.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,02,,
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,02,,
06,Eligible Non-Borrowing Spouse Number of Participations,Numeric,5,,,"The number of participations in the pool associated with a
loan that has one or more Eligible Non-Borrowing Spouses.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,02,,
07,Eligible Non-Borrowing Spouse UPB of Participations,Numeric,14,11.2,,The total Unpaid Principal Balance (UPB) of the participations in the pool associated with a loan that has one or more Eligible Non-Borrowing Spouses.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,02,,
08,Eligible Non-Borrowing Spouse UPB of Participations as % of Pool UPB,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has one or more Eligible Non-Borrowing Spouses,
expressed as a percentage of the Pool’s UPB. This UPB
percentage is calculated by dividing the total participation
UPB of the given condition (Eligible Non-Borrowing Spouse)
by the Pool’s UPB.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,02,,
09,Remaining Property Charges Set Aside Number of Participations,Numeric,5,,,"The number of participations in the pool associated with a
loan that has a non-zero Remaining Property Charges Set
Aside amount.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,02,,
10,Remaining Property Charges Set Aside UPB of Participations,Numeric,14,11.2,,"Total UPB of the participations in the pool associated with a
loan that has a non-zero Remaining Property Charges Set
Aside amount.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,02,,
11,Remaining Property Charges Set Aside UPB of Participations as % of Pool UPB,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has a non-zero Remaining Property Charges Set
Aside amount, expressed as a percentage of the Pool’s UPB.
This UPB percentage is calculated by dividing the total
participation UPB of the given condition (Remaining Property
Charges Set Aside) by the Pool’s UPB.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,02,,
01,Record Type = 03,Character,2,,,Payment Option Stratification,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,03,,
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,03,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,03,,
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is “H”.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,03,,
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,03,,
06,Payment Option,Numeric,1,,,"The method to receive payment(s) that was selected by the
borrower associated with the HECM loan as of the Pool Issue
Date:
1 = tenure
2 = term
3 = line of credit
4 = modified term
5 = modified tenure
6 = single disbursement lump sum (for fixed rate HECMs with
an FHA case number assigned on or after September 30, 2013)
9 = Not Available",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,03,,
07,Number of Participations,Numeric,5,,,"The number of participations in the pool associated with a
loan that has the Payment Option value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,03,,
08,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Principal Balance (UPB) of the
participations in the pool associated with a loan that has the
Payment Option value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,03,,
09,UPB of Participations as % of Pool UPB,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a loan that has the Payment Option value, expressed as a percentage of the Pool’s UPB. This UPB percentage is calculated by dividing the total participation UPB of the given condition (Payment Option) by the Pool’s UPB.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,03,,
10,UPB of Participations as % of Principal Limit of HECM Loans,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has the Payment Option value, expressed as a
percentage of the total Principal Limit of the associated
HECM Loans. This UPB percentage is calculated by dividing
the total participation UPB of the given condition (Payment
Option) by the total of the HECM Principal Limits for all the
loans associated with those Participations.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,03,,
11,UPB of Participations as % of MCA of HECM Loans,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has the Payment Option value, expressed as a
percentage of the total Maximum Claim Amount (MCA) of
the associated HECM Loans. This UPB percentage is
calculated by dividing the total participation UPB of the given
condition (Payment Option) by the total of the HECM MCAs
for all the loans associated with those Participations.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,03,,
12,HECM Loans UPB as % of Principal Limit of HECM Loans,Numeric,6,3.2,,"Total UPB of all HECM Loans that have the Payment Option
value and are associated with a pool’s participations,
expressed as a percentage of the total Principal Limit of the
same HECM Loans. This UPB percentage is calculated by
dividing the total HECM Loan UPB for loans having a given
condition (Payment Option) that are associated with a pool’s
participations by the total of the HECM Loan Principal Limits
for those same HECM loans.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,03,,
13,HECM Loans UPB as % of MCA of HECM Loans,Numeric,6,3.2,,"Total UPB of all HECM Loans that have the Payment Option
value and are associated with a pool’s participations,
expressed as a percentage of the total Maximum Claim
Amount (MCA) of the same HECM Loans. This UPB
percentage is calculated by dividing the total HECM Loan
UPB for loans having a given condition (Payment Option) that
are associated with a pool’s participations by the total of the
HECM MCAs for those same HECM loans.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,03,,
01,Record Type = 04,Character,2,,,Property Type Stratification,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,04,,
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,04,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,04,,
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is “H”.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,04,,
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,04,,
06,Property Type,Numeric,1,,,"The type of property:
1 = Single Family
2 = Condominium
3 = Manufactured Housing
4 = Planned Unit Development
9 = Not Available",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,04,,
07,Number of Participations,Numeric,5,,,"The number of participations in the pool associated with a
loan that has the Property Type value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,04,,
08,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Principal Balance (UPB) of the
participations in the pool associated with a loan that has the
Property Type value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,04,,
09,UPB of Participations as % of Pool UPB,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has the Property Type value, expressed as a
percentage of the Pool’s UPB. This UPB percentage is
calculated by dividing the total participation UPB of the given
condition (Property Type) by the Pool’s UPB.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,04,,
10,UPB of Participations as % of Principal Limit of HECM Loans,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has the Property Type value, expressed as a
percentage of the total Principal Limit of the associated
HECM Loans. This UPB percentage is calculated by dividing
the total participation UPB of the given condition (Property
Type) by the total of the HECM Principal Limits for all the
loans associated with those Participations.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,04,,
11,UPB of Participations as % of MCA of HECM Loans,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a loan that has the Property Type value, expressed as a percentage of the total Maximum Claim Amount (MCA) of the associated HECM Loans. This UPB percentage is calculated by dividing the total participation UPB of the given condition (Property Type) by the total of the HECM MCAs for all the loans associated with those Participations.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,04,,
12,HECM Loans UPB as % of Principal Limit of HECM Loans,Numeric,6,3.2,,"Total UPB of all HECM Loans that have the Property Type
value and are associated with a pool’s participations,
expressed as a percentage of the total Principal Limit of the
same HECM Loans. This UPB percentage is calculated by
dividing the total HECM Loan UPB for loans having a given
condition (Property Type) that are associated with a pool’s
participations by the total of the HECM Loan Principal Limits
for those same HECM loans.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,04,,
13,HECM Loans UPB as % of MCA of HECM Loans,Numeric,6,3.2,,"Total UPB of all HECM Loans that have the Property Type
value and are associated with a pool’s participations,
expressed as a percentage of the total Maximum Claim
Amount (MCA) of the same HECM Loans. This UPB
percentage is calculated by dividing the total HECM Loan
UPB for loans having a given condition (Property Type) that
are associated with a pool’s participations by the total of the
HECM MCAs for those same HECM loans.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,04,,
01,Record Type = 05,Character,2,,,Age of Youngest Borrower/Co-borrower Stratification,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,05,,
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,05,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,05,,
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is “H”.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,05,,
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,05,,
06,Age of Youngest Borrower/Co- borrower,Numeric,2,,,"Age is computed from Birth Date, and is the age of the
youngest Borrower/Co-borrower who is at least 62 years old:
1 = Age is 62-65
2 = Age is 66-70
3 = Age is 71-75
4 = Age is 76-80
5 = Age is 81-85
6 = Age is 86-90
7 = Age is 91-95
8 = Age is 96-100
9 = Age is 100 +
10 = Not Available",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,05,,
07,Number of Participations,Numeric,5,,,"The number of participations in the pool associated with a
loan that has a youngest borrower/co-borrower with an age in
the borrower/co-borrower grouping.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,05,,
08,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Principal Balance (UPB) of the
participations in the pool associated with a loan that has a
youngest borrower/co-borrower with an age in the
borrower/co-borrower grouping.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,05,,
09,UPB of Participations as % of Pool UPB,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a loan that has a youngest borrower/co-borrower with an age in the borrower/co-borrower grouping, expressed as a percentage of the Pool’s UPB. This UPB percentage is calculated by dividing the total participation UPB of the given condition (youngest borrower/co-borrower age group) by the Pool’s UPB.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,05,,
10,UPB of Participations as % of Principal Limit of HECM Loans,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has a youngest borrower/co-borrower with an age in
the borrower/co-borrower grouping, expressed as a percentage
of the total Principal Limit of the associated HECM Loans.
This UPB percentage is calculated by dividing the total
participation UPB of the given condition (youngest
borrower/co-borrower age group) by the total of the HECM
Principal Limits for all the loans associated with those
Participations.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,05,,
11,UPB of Participations as % of MCA of HECM Loans,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has a youngest borrower/co-borrower with an age in
the borrower/co-borrower grouping, expressed as a percentage
of the total Maximum Claim Amount (MCA) of the associated
HECM Loans. This UPB percentage is calculated by dividing
the total participation UPB of the given condition (youngest
borrower/co-borrower age group) by the total of the HECM
MCAs for all the loans associated with those Participations.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,05,,
12,HECM Loans UPB as % of Principal Limit of HECM Loans,Numeric,6,3.2,,"Total UPB of all HECM Loans that have a youngest
borrower/co-borrower with an age in the borrower/co-
borrower grouping and are associated with a pool’s
participations, expressed as a percentage of the total Principal
Limit of the same HECM Loans. This UPB percentage is
calculated by dividing the total HECM Loan UPB for loans
having a given condition (youngest borrower/co-borrower age
group) that are associated with a pool’s participations by the
total of the HECM Loan Principal Limits for those same
HECM loans.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,05,,
13,HECM Loans UPB as % of MCA of HECM Loans,Numeric,6,3.2,,"Total UPB of all HECM Loans that have a youngest
borrower/co-borrower with an age in the borrower/co-",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,05,,
01,Record Type = 06,Character,2,,,"Age of Youngest Eligible Non-Borrowing Spouse
Stratification",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,06,,
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,06,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,06,,
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is “H”.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,06,,
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,06,,
06,Age of Youngest Eligible Non- Borrowing Spouse,Numeric,2,,,"Age is computed from Birth Date and is the age of the
youngest eligible Non-Borrowing Spouse (if any):
1 = Age is under 40
2 = Age is 40-49
3 = Age is 50-59
4 = Age is 60-69
5 = Age is 70-79
6 = Age is 80+
9 = Not Available",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,06,,
07,Number of Participations,Numeric,5,,,"The number of participations in the pool associated with a
loan that has an eligible non-borrowing spouse with an age in
the eligible non-borrowing spouse age grouping.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,06,,
08,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Principal Balance (UPB) of the
participations in the pool associated with a loan where the
youngest eligible non-borrowing spouse has an age in the
eligible non-borrowing spouse age grouping.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,06,,
09,UPB of Participations as % of Pool UPB,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan where the youngest eligible non-borrowing spouse has an
age in the eligible non-borrowing spouse age grouping,
expressed as a percentage of the Pool’s UPB. This UPB
percentage is calculated by dividing the total participation",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,06,,
10,UPB of Participations as % of Principal Limit of HECM Loans,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan where the youngest eligible non-borrowing spouse has an
age in the eligible non-borrowing spouse age grouping,
expressed as a percentage of the total Principal Limit of the
associated HECM Loans. This UPB percentage is calculated
by dividing the total participation UPB of the given condition
(youngest eligible non-borrowing spouse age group) by the
total of the HECM Principal Limits for all the loans associated
with those Participations.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,06,,
11,UPB of Participations as % of MCA of HECM Loans,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan where the youngest eligible non-borrowing spouse has an
age in the eligible non-borrowing spouse age grouping,
expressed as a percentage of the total Maximum Claim
Amount (MCA) of the associated HECM Loans. This UPB
percentage is calculated by dividing the total participation
UPB of the given condition (youngest eligible non-borrowing
spouse age group) by the total of the HECM MCAs for all the
loans associated with those Participations.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,06,,
12,HECM Loans UPB as % of Principal Limit of HECM Loans,Numeric,6,3.2,,"Total UPB of all HECM Loans where the youngest eligible
non-borrowing spouse has an age in the eligible non-
borrowing spouse age grouping and are associated with a
pool’s participations, expressed as a percentage of the total
Principal Limit of the same HECM Loans. This UPB
percentage is calculated by dividing the total HECM Loan
UPB for loans having a given condition (youngest eligible
non-borrowing spouse age group) that are associated with a
pool’s participations by the total of the HECM Loan Principal
Limits for those same HECM loans.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,06,,
13,HECM Loans UPB as % of MCA of HECM Loans,Numeric,6,3.2,,"Total UPB of all HECM Loans where the youngest eligible
non-borrowing spouse has an age in the eligible non-
borrowing spouse age grouping and are associated with a
pool’s participations, expressed as a percentage of the total
Maximum Claim Amount (MCA) of the same HECM Loans.
This UPB percentage is calculated by dividing the total",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,06,,
01,Record Type = 07,Character,2,,,"Metropolitan Statistical Area (MSA) Stratification for each
MSA applicable to the pool.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,07,,
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,07,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,07,,
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is “H”.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,07,,
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,07,,
06,MSA,Numeric,5,,,"The MSA values and the MSA Not Available are provided.
Values are:
• the MSA value
• 99999 = MSA Not Available",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,07,,
07,Number of Participations,Numeric,5,,,The number of participations in the pool for the MSA Value.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,07,,
09,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Balance (UPB) of the participations in the
pool for the MSA Value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,07,,
10,UPB of Participations as % of Pool UPB,Numeric,6,3.2,,"Total UPB of the participations in the pool for the MSA value,
expressed as a percentage of the Pool’s UPB. This UPB",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,07,,
01,Record Type = 08,Character,2,,,Property State Stratification,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,08,,
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,08,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,08,,
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Values is H.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,08,,
