Item,Data Element,Type,Max Length,Format,Definition,File,Min_Date,Max_Date,Record_Type,pandas_dtype,polars_dtype
3,Pool ID,Character,6,,"The Ginnie Mae unique identifier for the pool; this is assigned by
Ginnie Mae at pool issuance.",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,90,,
4,Pool Indicator,Character,1,,"Identifies the Issue Type of the pool. Values are X, C, or M.",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,90,,
5,Pool Type,Character,2,,"The type of Ginnie Mae pool. Appendix 1 provides a listing of
pool types.",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,90,,
6,Forbearance Type,Numeric,2,,"Values are:
1 = Forbearance is COVID Related
2 = Forbearance Other (is not COVID related)
9 = Forbearance Type Unavailable",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,90,,
7,Number of Loans,Numeric,6,,The number of loans in the pool for the Forbearance Type Value.,plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,90,,
8,% of Loans,Numeric,6,3.2,"The percentage of the number of loans in the pool for the
Forbearance Type Value.",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,90,,
9,UPB,Numeric,16,13.2,"The total Unpaid Balance (UPB) in the pool for the Forbearance
Type Value.",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,90,,
10,% of UPB,Numeric,6,3.2,"The percentage of the total Unpaid Balance (UPB) in the pool for
the Forbearance Type Value.",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,90,,
1,Record Type = 91,Character,2,,Forbearance Type and Delinquency Stratification,plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,91,,
2,CUSIP,Character,9,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,91,,
3,Pool ID,Character,6,,"The Ginnie Mae unique identifier for the pool; this is assigned by
Ginnie Mae at pool issuance.",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,91,,
4,Pool Indicator,Character,1,,"Identifies the Issue Type of the pool. Values are X, C, or M.",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,91,,
5,Pool Type,Character,2,,"The type of Ginnie Mae pool. Appendix 1 provides a listing of
pool types.",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,91,,
6,Forbearance Type,Numeric,2,,"Values are:
1 = Forbearance is COVID Related
2 = Forbearance Other (is not COVID related)
9 = Forbearance Type Unavailable",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,91,,
7,Delinquency,Numeric,2,,"Values are:
0 = 0 Months (Not Delinquent)
1 = 1 Month
2 = 2 Months
3 = 3+ Months",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,91,,
8,Number of Loans,Numeric,6,,"The number of loans in the pool for the Forbearance Type Value
/ Delinquency Value combination.",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,91,,
9,% of Loans,Numeric,6,3.2,"The percentage of the number of loans in the pool for the
Forbearance Type Value / Delinquency Value combination.",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,91,,
10,UPB,Numeric,16,13.2,"The total Unpaid Balance (UPB) in the pool for the Forbearance
Type Value / Delinquency Value combination.",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,91,,
11,% of UPB,Numeric,6,3.2,"The percentage of the total Unpaid Balance (UPB) in the pool for
the Forbearance Type Value / Delinquency Value combination.",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,91,,
1,Record Type = 92,Character,2,,"Forbearance Type and Loan Type Government
Insured/Guarantee Stratification",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,92,,
2,CUSIP,Character,9,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,92,,
3,Pool ID,Character,6,,"The Ginnie Mae unique identifier for the pool; this is assigned by
Ginnie Mae at pool issuance.",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,92,,
4,Pool Indicator,Character,1,,"Identifies the Issue Type of the pool. Values are X, C, or M.",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,92,,
5,Pool Type,Character,2,,"The type of Ginnie Mae pool. Appendix 1 provides a listing of
pool types.",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,92,,
6,Forbearance Type,Numeric,2,,"Values are:
1 = Forbearance is COVID Related
2 = Forbearance Other (is not COVID related)
9 = Forbearance Type Unavailable",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,92,,
7,Loan Type,Numeric,2,,"This is the Federal government agency. Values are:
F = Federal Housing Administration
V = Veterans Administration
R = Rural Development
N = Native American Section 184
9 = Not Available",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,92,,
8,Number of Loans,Numeric,6,,"The number of loans in the pool for the Forbearance Type Value
/ Loan Type Value combination.",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,92,,
9,% of Loans,Numeric,6,3.2,"The percentage of the number of loans in the pool for the
Forbearance Type Value / Loan Type Value combination.",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,92,,
10,UPB,Numeric,16,13.2,"The total Unpaid Balance (UPB) in the pool for the Forbearance
Type Value / Loan Type Value combination.",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,92,,
11,% of UPB,Numeric,6,3.2,"The percentage of the total Unpaid Balance (UPB) in the pool for
the Forbearance Type Value / Loan Type Value combination.",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,92,,
1,Record Type = 93,Character,2,,Forbearance Type and Loan Purpose Stratification,plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,93,,
2,CUSIP,Character,9,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,93,,
3,Pool ID,Character,6,,"The Ginnie Mae unique identifier for the pool; this is assigned by
Ginnie Mae at pool issuance.",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,93,,
4,Pool Indicator,Character,1,,"Identifies the Issue Type of the pool. Values are X, C, or M.",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,93,,
5,Pool Type,Character,2,,"The type of Ginnie Mae pool. Appendix 1 provides a listing of
pool types.",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,93,,
6,Forbearance Type,Numeric,2,,"Values are:
1 = Forbearance is COVID Related
2 = Forbearance Other (is not COVID related)
9 = Forbearance Type Unavailable",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,93,,
7,Loan Purpose,Numeric,2,,"Values are:
1 = Regular
2 = Refinance
3 = Loan Modification (HAMP)
4 = Loan Modification (non-HAMP)
5 = Re-Performing (in “RG” Pool Type only)
9 = Not Available",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,93,,
8,Number of Loans,Numeric,6,,"The number of loans in the pool for the Forbearance Type Value
/ Loan Purpose Value combination.",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,93,,
9,% of Loans,Numeric,6,3.2,"The percentage of the number of loans in the pool for the
Forbearance Type Value / Loan Purpose Value combination.",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,93,,
10,UPB,Numeric,16,13.2,"The total Unpaid Balance (UPB) in the pool for the Forbearance
Type Value / Loan Purpose Value combination.",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,93,,
11,% of UPB,Numeric,6,3.2,"The percentage of the total Unpaid Balance (UPB) in the pool for
the Forbearance Type Value / Loan Purpose Value combination.",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,93,,
1,Record Type = TF,Character,2,,File Trailer Record,plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,TF,,
2,Reporting Period,Numeric,6,YYYYMM,The monthly reporting period for the data in the file.,plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,TF,,
3,File Create Date,Date,8,YYYYMMDD,The date that the file is produced.,plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,TF,,
4,Detail Record Count,Numeric,12,,"Control total of the total number of Record Type 90, 91, 92,
and 93 records in the file. This count will not include HF or
TF records.",plmonforb_POOL LEVEL FORBEARANCE SUPPLEMENTAL Layout V1.0.2 (Feb 2021 - Mar 2023).pdf,2021-02-01,2023-03-01,TF,,
